2 1 2
3 1 1
3 1 3
3 2 1
3 1 2
3 2 1
4 1 1
4 1 3
4 2 1
4 2 2
4 2 1
4 3 1
4 2 1
4 3 1
5 1 3
5 2 2
5 2 2
5 2 1
5 2 1
5 2 1
5 3 1
5 4 1
5 4 1
5 4 1
6 1 4
6 1 4
6 2 2
6 2 2
6 1 4
6 2 2
6 3 2
6 3 2
6 4 1
6 3 1
6 4 1
6 5 1
6 4 1
6 4 1
6 4 1
7 1 3
7 1 3
7 2 1
7 2 1
7 2 2
7 2 2
7 3 1
7 3 1
7 4 1
7 3 1
7 4 1
7 5 1
7 5 1
7 5 1
7 4 1
7 6 1
7 6 1
7 6 1
7 6 1
8 1 5
8 1 5
8 2 3
8 2 3
8 2 2
8 3 3
8 3 3
8 3 3
8 4 1
8 4 2
8 4 2
8 5 1
8 4 2
8 5 2
8 5 1
8 6 1
8 5 2
8 5 1
8 5 1
8 7 1
8 6 1
8 7 1
8 7 1
9 1 5
9 1 3
9 2 3
9 2 2
9 2 3
9 3 3
9 3 3
9 3 1
9 4 1
9 4 2
9 3 2
9 5 2
9 5 1
9 5 2
9 5 2
9 6 1
9 6 1
9 6 2
9 6 1
9 7 1
9 6 2
9 6 2
9 6 2
9 8 1
9 8 1
9 7 1
9 7 1
10 1 5
10 1 5
10 2 5
10 2 4
10 2 3
10 3 3
10 3 3
10 3 3
10 4 2
10 4 3
10 4 3
10 5 3
10 5 2
10 5 2
10 5 2
10 6 1
10 6 2
10 6 1
10 6 1
10 7 1
10 7 1
10 7 2
10 7 1
10 8 1
10 8 1
10 8 1
10 8 1
10 8 1
10 8 1
10 8 1
10 9 1
11 1 7
11 1 6
11 2 3
11 2 4
11 2 5
11 3 4
11 3 3
11 3 4
11 4 3
11 4 1
11 4 3
11 5 2
11 5 2
11 5 3
11 5 2
11 6 2
11 6 2
11 6 2
11 6 2
11 7 2
11 7 2
11 7 2
11 7 1
11 8 1
11 8 2
11 8 1
11 8 2
11 7 2
11 9 1
11 9 1
11 9 1
11 9 1
11 10 1
11 10 1
11 9 1
11 9 1
12 1 6
12 1 6
12 2 3
12 2 3
12 2 1
12 3 6
12 3 6
12 3 2
12 4 2
12 4 2
12 4 4
12 5 3
12 5 2
12 5 3
12 5 2
12 6 2
12 6 3
12 6 3
12 6 2
12 7 1
12 7 1
12 7 3
12 7 2
12 8 1
12 8 1
12 8 2
12 8 1
12 9 2
12 9 1
12 9 1
12 9 1
12 10 1
12 9 2
12 10 1
12 10 1
12 10 1
12 10 1
12 11 1
12 11 1
12 11 1
12 11 1
13 1 8
13 1 9
13 2 3
13 2 5
13 2 7
13 3 5
13 3 6
13 3 4
13 4 3
13 4 5
13 4 3
13 5 3
13 5 3
13 5 2
13 5 2
13 6 3
13 6 2
13 6 2
13 6 2
13 7 2
13 7 3
13 7 2
13 7 2
13 8 1
13 8 2
13 8 1
13 8 1
13 9 1
13 9 2
13 9 1
13 8 2
13 9 1
13 10 1
13 10 2
13 10 1
13 9 1
13 10 1
13 11 1
13 10 1
13 11 1
13 11 1
13 11 1
13 12 1
13 12 1
13 12 1
13 11 1
14 1 7
14 1 6
14 2 7
14 2 6
14 2 7
14 3 3
14 3 6
14 3 5
14 4 4
14 4 4
14 4 4
14 5 3
14 5 3
14 5 4
14 5 3
14 6 2
14 6 3
14 6 3
14 6 3
14 7 3
14 7 2
14 7 3
14 7 3
14 8 2
14 8 2
14 8 2
14 8 2
14 9 2
14 9 2
14 9 2
14 9 1
14 10 2
14 10 1
14 10 1
14 10 1
14 10 1
14 10 1
14 10 1
14 11 1
14 10 1
14 11 1
14 12 1
14 12 1
14 12 1
14 12 1
14 12 1
14 12 1
14 11 1
14 12 1
14 13 1
14 12 1
15 1 11
15 1 6
15 2 8
15 2 4
15 2 5
15 3 6
15 3 4
15 3 6
15 4 6
15 4 3
15 4 4
15 5 3
15 5 4
15 5 3
15 5 4
15 6 2
15 6 3
15 6 4
15 6 3
15 7 3
15 7 3
15 7 3
15 7 2
15 8 1
15 8 3
15 8 3
15 8 2
15 9 2
15 9 2
15 9 2
15 9 2
15 10 2
15 10 1
15 10 1
15 10 2
15 10 2
15 11 1
15 11 2
15 11 1
15 11 2
15 11 1
15 12 1
15 12 1
15 12 1
15 11 2
15 12 1
15 13 1
15 13 1
15 13 1
15 13 1
15 13 1
15 14 1
15 13 1
15 14 1
15 13 1
15 13 1
16 1 5
16 1 10
16 2 6
16 2 4
16 2 9
16 3 6
16 3 5
16 3 4
16 4 5
16 4 4
16 4 4
16 5 3
16 5 3
16 5 5
16 5 3
16 6 4
16 6 3
16 6 4
16 6 4
16 7 4
16 7 2
16 7 3
16 7 3
16 8 3
16 8 3
16 8 3
16 8 4
16 9 2
16 9 2
16 9 2
16 9 2
16 10 2
16 10 2
16 10 2
16 10 2
16 10 1
16 11 1
16 11 2
16 11 1
16 11 1
16 11 2
16 11 2
16 12 2
16 12 2
16 12 2
16 12 2
16 13 1
16 13 1
16 13 2
16 12 2
16 13 1
16 14 1
16 14 1
16 14 1
16 13 2
16 14 1
16 14 1
16 13 1
16 14 1
16 15 1
16 14 1
17 1 8
17 1 10
17 2 8
17 2 7
17 2 6
17 3 7
17 3 7
17 3 5
17 4 6
17 4 4
17 4 5
17 5 6
17 5 3
17 5 4
17 5 5
17 6 4
17 6 4
17 6 5
17 6 5
17 7 2
17 7 3
17 7 4
17 7 4
17 8 4
17 8 3
17 8 2
17 8 3
17 9 3
17 9 3
17 9 2
17 9 3
17 10 3
17 10 2
17 10 3
17 10 2
17 10 3
17 11 1
17 11 3
17 11 2
17 11 1
17 11 2
17 12 2
17 12 1
17 12 1
17 12 1
17 12 1
17 13 2
17 13 2
17 13 1
17 13 2
17 13 2
17 14 1
17 14 2
17 13 1
17 14 1
17 14 1
17 14 1
17 15 1
17 15 1
17 15 1
17 15 1
17 15 1
17 16 1
17 15 1
17 15 1
17 15 1
18 1 7
18 1 9
18 2 7
18 2 9
18 2 10
18 3 6
18 3 7
18 3 6
18 4 6
18 4 4
18 4 6
18 5 6
18 5 5
18 5 6
18 5 4
18 6 5
18 6 5
18 6 3
18 6 4
18 7 4
18 7 4
18 7 3
18 7 3
18 8 4
18 8 3
18 8 4
18 8 3
18 9 3
18 9 3
18 9 2
18 9 3
18 10 2
18 10 2
18 10 3
18 10 3
18 10 3
18 11 2
18 11 1
18 11 2
18 11 3
18 11 2
18 12 2
18 12 2
18 12 1
18 12 1
18 12 2
18 13 1
18 13 1
18 13 2
18 13 2
18 13 2
18 14 1
18 14 1
18 14 1
18 14 1
18 14 1
18 15 1
18 15 2
18 15 1
18 15 1
18 15 1
18 16 1
18 15 1
18 15 1
18 15 1
18 16 1
18 17 1
18 17 1
18 17 1
18 16 1
18 16 1
18 16 1
19 1 11
19 1 15
19 2 8
19 2 8
19 2 6
19 3 7
19 3 6
19 3 6
19 4 4
19 4 4
19 4 7
19 5 5
19 5 5
19 5 5
19 5 3
19 6 4
19 6 5
19 6 5
19 6 4
19 7 5
19 7 4
19 7 4
19 7 5
19 8 2
19 8 3
19 8 3
19 8 4
19 9 3
19 9 4
19 9 3
19 9 3
19 10 2
19 10 2
19 10 2
19 10 2
19 10 2
19 11 2
19 11 2
19 11 2
19 11 1
19 11 2
19 12 1
19 12 2
19 12 2
19 12 2
19 12 2
19 13 1
19 13 2
19 13 2
19 13 2
19 13 2
19 14 1
19 14 2
19 14 1
19 14 1
19 14 1
19 14 2
19 14 2
19 15 1
19 15 1
19 15 1
19 15 2
19 15 2
19 16 1
19 16 1
19 16 1
19 16 1
19 16 1
19 17 1
19 17 1
19 17 1
19 16 1
19 18 1
19 18 1
19 17 1
19 18 1
19 17 1
19 18 1
20 1 11
20 1 8
20 2 9
20 2 8
20 2 8
20 3 8
20 3 8
20 3 10
20 4 5
20 4 6
20 4 7
20 5 6
20 5 3
20 5 6
20 5 6
20 6 6
20 6 3
20 6 4
20 6 6
20 7 4
20 7 5
20 7 5
20 7 5
20 8 5
20 8 5
20 8 4
20 8 4
20 9 3
20 9 3
20 9 4
20 9 3
20 10 2
20 10 4
20 10 4
20 10 3
20 10 3
20 11 3
20 11 3
20 11 3
20 11 3
20 11 3
20 12 2
20 12 2
20 12 3
20 12 1
20 12 1
20 13 2
20 13 2
20 13 3
20 13 3
20 13 2
20 14 2
20 14 2
20 14 2
20 14 1
20 14 2
20 15 2
20 15 1
20 15 2
20 15 2
20 15 2
20 16 2
20 16 2
20 16 2
20 16 2
20 16 2
20 17 1
20 17 1
20 16 2
20 17 1
20 17 1
20 16 1
20 18 1
20 17 1
20 18 1
20 18 1
20 18 1
20 18 1
20 18 1
20 18 1
20 18 1
20 18 1
20 19 1
20 18 1
21 1 7
21 1 11
21 2 3
21 2 9
21 2 7
21 3 7
21 3 9
21 3 5
21 4 5
21 4 6
21 4 7
21 5 6
21 5 6
21 5 6
21 5 6
21 6 6
21 6 4
21 6 6
21 6 5
21 7 6
21 7 5
21 7 5
21 7 5
21 8 5
21 8 5
21 8 3
21 8 4
21 9 4
21 9 3
21 9 1
21 9 4
21 10 3
21 10 3
21 10 3
21 10 4
21 10 3
21 11 4
21 11 3
21 11 4
21 11 3
21 11 3
21 12 2
21 12 3
21 12 1
21 12 2
21 12 2
21 13 2
21 13 1
21 13 3
21 13 2
21 13 2
21 14 2
21 14 2
21 14 2
21 14 3
21 14 2
21 15 1
21 15 1
21 15 2
21 15 2
21 15 1
21 16 1
21 15 2
21 16 2
21 16 1
21 16 1
21 17 1
21 17 2
21 17 1
21 17 1
21 17 1
21 17 1
21 18 1
21 18 1
21 18 1
21 18 1
21 18 1
21 18 1
21 19 1
21 19 1
21 19 1
21 18 1
21 19 1
21 19 1
21 19 1
21 20 1
21 20 1
21 19 1
21 19 1
21 20 1
22 1 13
22 1 11
22 2 8
22 2 7
22 2 9
22 3 6
22 3 7
22 3 8
22 4 8
22 4 7
22 4 4
22 5 6
22 5 7
22 5 7
22 5 7
22 6 7
22 6 5
22 6 7
22 6 7
22 7 6
22 7 5
22 7 4
22 7 6
22 8 4
22 8 5
22 8 5
22 8 4
22 9 3
22 9 4
22 9 5
22 9 5
22 10 4
22 10 4
22 10 3
22 10 4
22 10 2
22 11 3
22 11 4
22 11 3
22 11 4
22 11 4
22 12 3
22 12 1
22 12 3
22 12 2
22 12 2
22 13 2
22 13 3
22 13 4
22 13 2
22 13 1
22 14 2
22 14 3
22 14 2
22 14 3
22 14 3
22 15 2
22 15 2
22 15 2
22 15 2
22 15 1
22 16 2
22 16 1
22 16 1
22 16 2
22 16 2
22 17 1
22 17 2
22 17 2
22 17 2
22 17 2
22 17 2
22 17 2
22 18 1
22 18 1
22 18 1
22 18 1
22 18 1
22 19 1
22 19 1
22 19 1
22 19 1
22 19 1
22 19 1
22 20 1
22 20 1
22 20 1
22 20 1
22 20 1
22 20 1
22 21 1
22 20 1
22 21 1
22 21 1
22 20 1
22 20 1
23 1 11
23 1 11
23 2 9
23 2 11
23 2 11
23 3 6
23 3 9
23 3 9
23 4 7
23 4 10
23 4 7
23 5 6
23 5 7
23 5 6
23 5 8
23 6 5
23 6 6
23 6 7
23 6 4
23 7 6
23 7 5
23 7 6
23 7 6
23 8 6
23 8 4
23 8 4
23 8 5
23 9 6
23 9 3
23 9 4
23 9 4
23 10 5
23 10 4
23 10 4
23 10 3
23 10 4
23 11 3
23 11 3
23 11 3
23 11 3
23 11 3
23 12 4
23 12 3
23 12 3
23 12 3
23 12 4
23 13 2
23 13 3
23 13 2
23 13 3
23 13 2
23 14 2
23 14 3
23 14 2
23 14 3
23 14 1
23 15 3
23 15 2
23 15 2
23 15 2
23 15 2
23 16 2
23 16 2
23 16 1
23 16 2
23 16 2
23 17 2
23 17 2
23 17 2
23 17 2
23 17 2
23 17 2
23 18 1
23 18 1
23 18 2
23 18 2
23 18 2
23 18 1
23 19 2
23 19 1
23 19 1
23 19 1
23 19 1
23 19 1
23 20 1
23 20 1
23 20 1
23 20 1
23 20 1
23 20 1
23 21 1
23 21 1
23 21 1
23 21 1
23 21 1
23 20 1
23 21 1
